# amplicon position	effect
1	1.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	3.000000000000000000e+00
14	0.000000000000000000e+00
15	3.000000000000000000e+00
16	6.000000000000000000e+00
17	0.000000000000000000e+00
18	1.800000000000000000e+01
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	1.000000000000000000e+00
23	1.000000000000000000e+00
24	1.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	1.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	2.000000000000000000e+00
33	3.000000000000000000e+00
34	1.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	3.000000000000000000e+00
39	1.000000000000000000e+00
40	1.000000000000000000e+00
41	0.000000000000000000e+00
42	1.000000000000000000e+00
43	0.000000000000000000e+00
44	1.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	2.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	1.000000000000000000e+00
51	2.000000000000000000e+00
52	0.000000000000000000e+00
53	2.000000000000000000e+00
54	1.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	1.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	1.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	1.000000000000000000e+00
66	0.000000000000000000e+00
67	3.000000000000000000e+00
68	1.000000000000000000e+00
69	1.000000000000000000e+00
70	1.000000000000000000e+00
71	3.000000000000000000e+00
72	0.000000000000000000e+00
73	1.000000000000000000e+00
74	0.000000000000000000e+00
75	0.000000000000000000e+00
76	1.000000000000000000e+00
77	0.000000000000000000e+00
78	0.000000000000000000e+00
79	2.000000000000000000e+00
80	5.000000000000000000e+00
81	0.000000000000000000e+00
82	2.000000000000000000e+00
83	0.000000000000000000e+00
84	5.000000000000000000e+00
85	1.000000000000000000e+00
86	1.000000000000000000e+00
87	4.000000000000000000e+00
88	7.000000000000000000e+00
89	1.000000000000000000e+00
90	3.000000000000000000e+00
91	0.000000000000000000e+00
92	1.000000000000000000e+00
93	2.000000000000000000e+00
94	2.000000000000000000e+00
95	1.000000000000000000e+00
96	0.000000000000000000e+00
97	2.000000000000000000e+00
98	2.000000000000000000e+00
99	0.000000000000000000e+00
100	0.000000000000000000e+00
101	1.000000000000000000e+00
102	1.000000000000000000e+00
103	1.000000000000000000e+00
104	4.000000000000000000e+00
105	0.000000000000000000e+00
106	1.000000000000000000e+00
107	0.000000000000000000e+00
108	0.000000000000000000e+00
109	0.000000000000000000e+00
110	3.000000000000000000e+00
111	1.000000000000000000e+00
112	2.000000000000000000e+00
113	0.000000000000000000e+00
114	4.500000000000000000e+01
115	1.000000000000000000e+00
116	1.000000000000000000e+00
117	0.000000000000000000e+00
118	1.000000000000000000e+00
119	0.000000000000000000e+00
120	0.000000000000000000e+00
121	0.000000000000000000e+00
122	1.000000000000000000e+00
123	0.000000000000000000e+00
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	4.500000000000000000e+01
128	0.000000000000000000e+00
129	4.800000000000000000e+01
130	1.000000000000000000e+00
131	0.000000000000000000e+00
132	0.000000000000000000e+00
133	0.000000000000000000e+00
134	2.000000000000000000e+00
135	1.000000000000000000e+00
136	2.000000000000000000e+00
137	1.000000000000000000e+00
138	1.000000000000000000e+00
139	0.000000000000000000e+00
140	0.000000000000000000e+00
141	1.000000000000000000e+00
142	2.000000000000000000e+00
143	1.000000000000000000e+00
144	1.000000000000000000e+00
145	2.000000000000000000e+00
146	2.000000000000000000e+00
147	1.000000000000000000e+00
148	3.000000000000000000e+00
149	1.000000000000000000e+00
150	4.600000000000000000e+01
151	1.000000000000000000e+00
152	0.000000000000000000e+00
153	1.000000000000000000e+00
154	3.000000000000000000e+00
