# amplicon position	effect
1	3.719971315883829455e+00
2	2.778773754033703747e-01
3	7.171029042667623199e-02
4	2.689135891000358769e-01
5	7.171029042667623199e-02
6	3.585514521333811599e-02
7	2.689135891000358700e-02
8	6.274650412334170646e-02
9	6.274650412334170646e-02
10	1.792757260666905800e-02
11	1.075654356400143480e-01
12	1.075654356400143480e-01
13	6.274650412334170646e-02
14	2.689135891000358700e-02
15	2.151308712800286960e-01
16	2.778773754033703747e-01
17	1.344567945500179384e-01
18	1.721046970240229568e+00
19	1.882395123700250916e-01
20	1.792757260666905800e-02
21	5.378271782000717399e-02
22	8.067407673001075752e-02
23	3.585514521333811599e-02
24	5.378271782000717399e-02
25	1.613481534600215150e-01
26	5.378271782000717399e-02
27	3.585514521333811599e-02
28	3.585514521333811599e-02
29	3.585514521333811599e-02
30	8.963786303334528999e-03
31	1.165292219433488735e-01
32	4.481893151667264152e-02
33	1.703119397633560406e-01
34	2.420222301900322726e-01
35	4.481893151667264152e-02
36	2.689135891000358700e-02
37	5.378271782000717399e-02
38	4.481893151667264152e-02
39	5.378271782000717399e-02
40	4.481893151667264152e-02
41	2.689135891000358700e-02
42	1.792757260666905800e-02
43	3.585514521333811599e-02
44	8.067407673001075752e-02
45	3.585514521333811599e-02
46	1.792757260666905800e-02
47	1.523843671566869895e-01
48	2.240946575833632215e-01
49	1.792757260666905800e-02
50	1.613481534600215150e-01
51	8.963786303334528305e-02
52	7.171029042667623199e-02
53	6.274650412334170646e-02
54	7.171029042667623199e-02
55	5.378271782000717399e-02
56	6.274650412334170646e-02
57	1.792757260666905800e-02
58	1.792757260666905800e-02
59	4.481893151667264152e-02
60	1.792757260666905800e-02
61	8.067407673001075752e-02
62	1.792757260666905800e-02
63	8.963786303334528999e-03
64	3.585514521333811599e-02
65	6.274650412334170646e-02
66	1.613481534600215150e-01
67	7.171029042667623199e-02
68	1.434205808533524640e-01
69	1.165292219433488735e-01
70	1.972032986733596172e-01
71	2.420222301900322726e-01
72	2.689135891000358700e-02
