# amplicon position	effect
1	7.467801287948482525e+01
2	7.465501379944802807e+01
3	7.391904323827047563e+01
4	7.391904323827047563e+01
5	7.391904323827047563e+01
6	7.391904323827047563e+01
7	7.394204231830727281e+01
8	7.394204231830727281e+01
9	7.391904323827047563e+01
10	7.391904323827047563e+01
11	7.394204231830727281e+01
12	7.391904323827047563e+01
13	7.391904323827047563e+01
14	7.394204231830727281e+01
15	7.394204231830727281e+01
16	7.391904323827047563e+01
17	7.391904323827047563e+01
18	7.394204231830727281e+01
19	7.391904323827047563e+01
20	7.394204231830727281e+01
21	7.394204231830727281e+01
22	1.172953081876724868e+00
23	1.103955841766329327e+00
24	9.199632014719411055e-02
25	6.899724011039558291e-02
26	2.299908003679852764e-02
27	2.299908003679852764e-02
28	4.599816007359705528e-02
29	4.599816007359705528e-02
30	4.599816007359705528e-02
31	2.299908003679852764e-02
32	2.299908003679852764e-01
33	9.199632014719411055e-02
34	6.899724011039558291e-02
35	6.899724011039558291e-02
36	4.599816007359705528e-02
37	4.599816007359705528e-02
38	6.899724011039558291e-02
39	1.379944802207911658e-01
40	1.609935602575897073e-01
41	4.369825206991720390e-01
42	6.899724011039558291e-02
43	1.839926402943882211e-01
44	1.149954001839926382e-01
45	1.839926402943882211e-01
46	1.609935602575897073e-01
47	4.599816007359705528e-02
48	1.609935602575897073e-01
49	2.299908003679852764e-02
50	2.299908003679852764e-02
51	6.899724011039558291e-02
52	2.299908003679852764e-02
53	2.529898804047838179e-01
54	4.139834406623735252e-01
55	1.149954001839926382e-01
56	9.199632014719411055e-02
57	1.839926402943882211e-01
58	1.379944802207911658e-01
59	6.899724011039558291e-02
60	9.199632014719411055e-02
61	4.599816007359705528e-02
62	2.299908003679852764e-01
63	1.379944802207911658e-01
64	4.369825206991720390e-01
65	2.989880404783808454e-01
66	1.839926402943882211e-01
67	3.909843606255749560e-01
68	3.449862005519779284e-01
69	2.759889604415823317e-01
70	4.829806807727690665e-01
71	2.529898804047838179e-01
72	3.679852805887764422e-01
73	2.529898804047838179e-01
74	5.059797608095676358e-01
75	5.059797608095676358e-01
76	4.369825206991720390e-01
77	4.599816007359705528e-01
78	9.889604415823367578e-01
79	5.979760809567616908e-01
80	6.439742410303588294e-01
81	4.599816007359705528e-01
82	6.669733210671573431e-01
83	6.209751609935602046e-01
84	3.679852805887764422e-01
85	6.439742410303588294e-01
86	6.669733210671573431e-01
87	3.679852805887764422e-01
88	2.299908003679852764e-01
89	1.839926402943882211e-01
90	6.209751609935602046e-01
91	4.139834406623735252e-01
92	5.289788408463661495e-01
93	4.369825206991720390e-01
94	7.359705611775528844e-01
95	3.679852805887764422e-01
96	4.599816007359705528e-01
97	3.219871205151794147e-01
98	2.069917203311867626e-01
99	2.299908003679852764e-01
100	2.529898804047838179e-01
101	2.529898804047838179e-01
102	1.839926402943882211e-01
103	3.219871205151794147e-01
104	2.069917203311867626e-01
105	2.069917203311867626e-01
106	3.219871205151794147e-01
107	2.529898804047838179e-01
108	2.989880404783808454e-01
109	2.529898804047838179e-01
110	2.529898804047838179e-01
111	2.529898804047838179e-01
112	3.219871205151794147e-01
113	2.759889604415823317e-01
114	3.219871205151794147e-01
115	9.889604415823367578e-01
116	5.059797608095676358e-01
117	3.679852805887764422e-01
118	4.829806807727690665e-01
119	2.759889604415823317e-01
120	3.679852805887764422e-01
121	6.439742410303588294e-01
122	3.449862005519779284e-01
123	3.679852805887764422e-01
124	6.209751609935602046e-01
125	4.369825206991720390e-01
126	3.449862005519779284e-01
127	3.219871205151794147e-01
128	2.989880404783808454e-01
129	4.369825206991720390e-01
130	4.369825206991720390e-01
131	4.369825206991720390e-01
132	3.679852805887764422e-01
133	3.219871205151794147e-01
134	3.449862005519779284e-01
135	3.679852805887764422e-01
136	3.219871205151794147e-01
137	2.529898804047838179e-01
138	2.989880404783808454e-01
139	2.989880404783808454e-01
140	2.759889604415823317e-01
141	2.759889604415823317e-01
142	3.449862005519779284e-01
143	3.219871205151794147e-01
144	3.219871205151794147e-01
145	3.449862005519779284e-01
146	3.449862005519779284e-01
147	2.529898804047838179e-01
148	3.449862005519779284e-01
149	2.529898804047838179e-01
150	2.759889604415823317e-01
151	2.989880404783808454e-01
152	3.449862005519779284e-01
153	2.299908003679852764e-01
154	2.299908003679852764e-01
155	2.759889604415823317e-01
156	3.449862005519779284e-01
157	2.529898804047838179e-01
158	3.449862005519779284e-01
159	2.529898804047838179e-01
160	3.449862005519779284e-01
161	1.839926402943882211e-01
162	2.989880404783808454e-01
163	2.069917203311867626e-01
164	1.839926402943882211e-01
165	1.839926402943882211e-01
166	1.839926402943882211e-01
167	1.379944802207911658e-01
168	1.149954001839926382e-01
169	2.989880404783808454e-01
170	6.899724011039558291e-02
171	1.149954001839926382e-01
172	2.069917203311867626e-01
173	1.839926402943882211e-01
174	9.199632014719411055e-02
175	6.899724011039558291e-02
176	1.149954001839926382e-01
177	1.149954001839926382e-01
178	8.509659613615455642e-01
179	3.449862005519779284e-01
180	6.899724011039558291e-02
181	1.379944802207911658e-01
182	1.839926402943882211e-01
183	2.529898804047838179e-01
184	3.219871205151794147e-01
185	1.379944802207911658e-01
186	6.899724011039558291e-02
187	5.519779208831646633e-01
188	6.899724011039558291e-02
189	1.839926402943882211e-01
190	2.529898804047838179e-01
191	9.199632014719411055e-02
192	1.149954001839926382e-01
193	4.599816007359705528e-02
194	2.069917203311867626e-01
195	2.989880404783808454e-01
196	1.149954001839926382e-01
197	2.759889604415823317e-01
198	2.989880404783808454e-01
199	4.599816007359705528e-02
200	1.609935602575897073e-01
201	6.899724011039558291e-02
202	2.069917203311867626e-01
203	2.529898804047838179e-01
204	1.149954001839926382e-01
205	2.759889604415823317e-01
206	6.899724011039558291e-02
207	9.199632014719411055e-02
208	1.379944802207911658e-01
209	1.379944802207911658e-01
210	2.299908003679852764e-02
211	4.599816007359705528e-02
212	1.379944802207911658e-01
213	2.069917203311867626e-01
214	1.149954001839926382e-01
215	1.149954001839926382e-01
216	5.335786568537258745e+01
217	2.529898804047838179e-01
218	9.199632014719411055e-02
219	3.679852805887764422e-01
220	2.989880404783808454e-01
221	1.149954001839926382e-01
222	2.529898804047838179e-01
223	2.069917203311867626e-01
224	4.599816007359705528e-02
225	4.369825206991720390e-01
226	1.149954001839926382e-01
227	4.599816007359705528e-02
228	3.679852805887764422e-01
229	1.379944802207911658e-01
230	1.149954001839926382e-01
231	6.899724011039558291e-02
232	6.899724011039558291e-02
233	6.899724011039558291e-02
234	1.379944802207911658e-01
235	2.299908003679852764e-02
236	2.529898804047838179e-01
237	1.149954001839926382e-01
238	2.299908003679852764e-02
239	4.599816007359705528e-02
240	6.899724011039558291e-02
241	0.000000000000000000e+00
242	1.149954001839926382e-01
243	6.899724011039558291e-02
244	4.599816007359705528e-02
245	6.899724011039558291e-02
246	3.679852805887764422e-01
247	2.299908003679852764e-02
248	6.899724011039558291e-02
249	1.149954001839926382e-01
250	2.299908003679852764e-02
251	0.000000000000000000e+00
252	6.899724011039558291e-02
253	6.899724011039558291e-02
254	2.299908003679852764e-02
255	9.199632014719411055e-02
256	4.599816007359705528e-02
257	4.599816007359705528e-02
258	2.299908003679852764e-02
259	9.199632014719411055e-02
260	4.599816007359705528e-02
261	6.899724011039558291e-02
262	4.599816007359705528e-02
263	4.599816007359705528e-02
264	4.599816007359705528e-02
265	4.599816007359705528e-02
266	1.379944802207911658e-01
267	9.199632014719411055e-02
268	2.299908003679852764e-02
269	2.299908003679852764e-02
270	1.149954001839926382e-01
271	1.448942042318307255e+00
